Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
MKKS	gene	MKKS	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					604896						1		1.58			ENSG00000125863	ENSG00000125863	HGNC:7108													
MKS1	gene	MKS1	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	polydactyly;Joubert syndrome 28;Joubert syndrome;polycystic kidneys;occipital encephalocele;Meckel-Gruber syndrome;249000;renal fibrosis;Meckel syndrome;Bardet-Biedl syndrome	609883			18327255;26490104;24886560;17437276;16415886			1		1.58		Other - please provide details in the comments	ENSG00000011143	ENSG00000011143	HGNC:7121													
MLYCD	gene	MLYCD	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606761						1		1.58			ENSG00000103150	ENSG00000103150	HGNC:7150													
MMAA	gene	MMAA	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607481						1		1.58			ENSG00000151611	ENSG00000151611	HGNC:18871													
MMAB	gene	MMAB	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607568						1		1.58			ENSG00000139428	ENSG00000139428	HGNC:19331													
MMACHC	gene	MMACHC	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					609831						1		1.58			ENSG00000132763	ENSG00000132763	HGNC:24525													
MMADHC	gene	MMADHC	South West GLH;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Methylmalonic aciduria, cblD type, variant 2;Homocystinuria, cblD type, variant 1;Methylmalonic aciduria and homocystinuria, cblD type, 277410	611935						1		1.58			ENSG00000168288	ENSG00000168288	HGNC:25221													
MOCS1	gene	MOCS1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603707						1		1.58			ENSG00000124615	ENSG00000124615	HGNC:7190													
MOCS2	gene	MOCS2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603708						1		1.58			ENSG00000164172	ENSG00000164172	HGNC:7193													
MOGS	gene	MOGS	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					601336						1		1.58			ENSG00000115275	ENSG00000115275	HGNC:24862													
MPDU1	gene	MPDU1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					604041						1		1.58			ENSG00000129255	ENSG00000129255	HGNC:7207													
MPI	gene	MPI	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					154550						1		1.58			ENSG00000178802	ENSG00000178802	HGNC:7216													
MPV17	gene	MPV17	South West GLH;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),  256810	137960						1		1.58			ENSG00000115204	ENSG00000115204	HGNC:7224													
MR1	gene	MR1	PanelApp;South West GLH	Childhood onset dystonia or chorea or related movement disorder			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Dystonia;Paroxysmal/Episodic dystonia	600764						1		1.58			ENSG00000153029	ENSG00000153029	HGNC:4975													
MRPL3	gene	MRPL3	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607118						1		1.58			ENSG00000114686	ENSG00000114686	HGNC:10379													
MRPS22	gene	MRPS22	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					605810						1		1.58			ENSG00000175110	ENSG00000175110	HGNC:14508													
MRPS34	gene	MRPS34	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					611994						1		1.58			ENSG00000074071	ENSG00000074071	HGNC:16618													
MSMO1	gene	MSMO1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607545						1		1.58			ENSG00000052802	ENSG00000052802	HGNC:10545													
MTHFR	gene	MTHFR	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607093						1		1.58			ENSG00000177000	ENSG00000177000	HGNC:7436													
MTO1	gene	MTO1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					614667						1		1.58			ENSG00000135297	ENSG00000135297	HGNC:19261													
MTPAP	gene	MTPAP	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613669						1		1.58			ENSG00000107951	ENSG00000107951	HGNC:25532													
MTR	gene	MTR	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					156570						1		1.58			ENSG00000116984	ENSG00000116984	HGNC:7468													
MTRR	gene	MTRR	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					602568						1		1.58			ENSG00000124275	ENSG00000124275	HGNC:7473													
MTTP	gene	MTTP	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					157147						1		1.58			ENSG00000138823	ENSG00000138823	HGNC:7467													
MUT	gene	MUT	PanelApp;Expert Review Red;London North GLH;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Methylmalonic aciduria, mut(0) type 251000	609058						1		1.58			ENSG00000146085	ENSG00000146085	HGNC:7526													
MVK	gene	MVK	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					251170						1		1.58			ENSG00000110921	ENSG00000110921	HGNC:7530													
NAGA	gene	NAGA	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					104170						1		1.58			ENSG00000198951	ENSG00000198951	HGNC:7631													
NAGLU	gene	NAGLU	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					609701						1		1.58			ENSG00000108784	ENSG00000108784	HGNC:7632													
NAGS	gene	NAGS	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					608300						1		1.58			ENSG00000161653	ENSG00000161653	HGNC:17996													
NARS2	gene	NARS2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					612803						1		1.58			ENSG00000137513	ENSG00000137513	HGNC:26274													
NDUFA11	gene	NDUFA11	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					612638						1		1.58			ENSG00000174886	ENSG00000174886	HGNC:20371													
NDUFA12	gene	NDUFA12	PanelApp;South West GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Leigh syndrome due to mitochondrial complex 1 deficiency 256000;?Mitochondrial complex I deficiency, nuclear type 23, 618244	614530			21617257			1		1.58			ENSG00000184752	ENSG00000184752	HGNC:23987													
NDUFA4	gene	NDUFA4	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603833						1		1.58			ENSG00000189043	ENSG00000189043	HGNC:7687													
NDUFA9	gene	NDUFA9	PanelApp;South West GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex I deficiency, nuclear type 26, 618247;Leigh syndrome due to mitochondrial complex I deficiency 256000	603834			22114105			1		1.58			ENSG00000139180	ENSG00000139180	HGNC:7693													
NDUFAF1	gene	NDUFAF1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606934						1		1.58			ENSG00000137806	ENSG00000137806	HGNC:18828													
NDUFAF2	gene	NDUFAF2	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex I deficiency, nuclear type 10, 618233	609653			16200211;20818383;20571988			1		1.58			ENSG00000164182	ENSG00000164182	HGNC:28086													
NDUFAF3	gene	NDUFAF3	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					612911						1		1.58			ENSG00000178057	ENSG00000178057	HGNC:29918													
NDUFAF4	gene	NDUFAF4	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					611776						1		1.58			ENSG00000123545	ENSG00000123545	HGNC:21034													
NDUFB11	gene	NDUFB11	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					300403						1		1.58			ENSG00000147123	ENSG00000147123	HGNC:20372													
NDUFB3	gene	NDUFB3	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603839						1		1.58			ENSG00000119013	ENSG00000119013	HGNC:7698													
NDUFB9	gene	NDUFB9	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					601445						1		1.58			ENSG00000147684	ENSG00000147684	HGNC:7704													
NDUFS2	gene	NDUFS2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					602985						1		1.58			ENSG00000158864	ENSG00000158864	HGNC:7708													
NDUFS3	gene	NDUFS3	PanelApp;South West GLH;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex I deficiency, nuclear type 8, 618230;Mitochondrial complex I deficiency 252010;Leigh syndrome due to mitochondrial complex I deficiency 256000	603846						1		1.58			ENSG00000213619	ENSG00000213619	HGNC:7710													
NDUFS6	gene	NDUFS6	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603848						1		1.58			ENSG00000145494	ENSG00000145494	HGNC:7713													
NDUFV2	gene	NDUFV2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					600532						1		1.58			ENSG00000178127	ENSG00000178127	HGNC:7717													
NEK1	gene	NEK1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					604588						1		1.58			ENSG00000137601	ENSG00000137601	HGNC:7744													
NEK8	gene	NEK8	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					609799						1		1.58			ENSG00000160602	ENSG00000160602	HGNC:13387													
NEU1	gene	NEU1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					608272						1		1.58			ENSG00000204386	ENSG00000204386	HGNC:7758													
NFU1	gene	NFU1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					608100						1		1.58			ENSG00000169599	ENSG00000169599	HGNC:16287													
NHLRC1	gene	NHLRC1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					608072						1		1.58			ENSG00000187566	ENSG00000187566	HGNC:21576													
NPHP1	gene	NPHP1	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 4;609583 Nephronophthisis 1, juvenile;Senior-Loken syndrome;256100 Senior-Loken syndrome-1, 266900;Nephronophthisis	607100			15689444;15138899;22982934			1		1.58			ENSG00000144061	ENSG00000144061	HGNC:7905													
NPHP3	gene	NPHP3	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis 3, 604387;Senior-Loken syndrome;Renal-hepatic-pancreatic dysplasia 1, 208540;Nephronophthisis;Meckel syndrome 7, 267010;Renal-hepatic-pancreatic dysplasia	608002						1		1.58			ENSG00000113971	ENSG00000113971	HGNC:7907													
NPHP4	gene	NPHP4	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607215						1		1.58			ENSG00000131697	ENSG00000131697	HGNC:19104													
NSDHL	gene	NSDHL	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					300275						1		1.58			ENSG00000147383	ENSG00000147383	HGNC:13398													
NT5C3A	gene	NT5C3A	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606224						1		1.58			ENSG00000122643	ENSG00000122643	HGNC:17820													
NUBPL	gene	NUBPL	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613621						1		1.58			ENSG00000151413	ENSG00000151413	HGNC:20278													
NUP62	gene	NUP62	PanelApp;South West GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Striatonigral degeneration, infantile 271930	605815			16786527;12374138;14718703			1		1.58			ENSG00000213024	ENSG00000213024	HGNC:8066													
OAT	gene	OAT	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613349						1		1.58			ENSG00000065154	ENSG00000065154	HGNC:8091													
OCRL	gene	OCRL	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					300535						1		1.58			ENSG00000122126	ENSG00000122126	HGNC:8108													
OFD1	gene	OFD1	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Joubert syndrome 10;X-linked Joubert syndrome;Orofaciodigital syndrome I	300170			22353940;19800048			1		1.58			ENSG00000046651	ENSG00000046651	HGNC:2567													
